Title,Release Year,Genre,Rating,Summary
Fallout 3: Point Lookout,2009,"Action, Adventure, Horror",7.9,"Point Lookout is the fourth downloadable expansion for Fallout 3, and takes the player to the misty swampland along the coast of Maryland. The town of Point Lookout is a unique area in the                 "
Fallout 3: Mothership Zeta,2009,"Action, Adventure, Sci-Fi",6.4,"The fifth and final downloadable expansion for Fallout 3, Mothership Zeta begins with the player picking up a strange radio transmission from the Wastes. The signal leads to a crashed alien                "
Buffy the Vampire Slayer: Sacrifice,2009,"Action, Adventure, Fantasy",8,"This action-packed 3D survival horror game sees Buffy using a range of special weapons, powerful spells and martial arts to take out vicious vampires and demons. In addition to these                 "
Code of Honor 3: Desperate Measures,2009,"Action, War",0,"An unknown army invaded France and threatens the country with a unknown bomb. The government wants the French Foreign Legion on this special mission, the first combat action in their own country."
Sunday x Magazaine: White Comic,2009,Action,0,Add a Plot
Armed Forces Corp,2009,Action,0,"As a member of a highly trained and heavily armed mercenary group called The Armed Forces Corp, you are to recover precious information located in a skyscraper overrun by well organized terrorists."
Sonic and the Black Knight,2009,"Action, Adventure, Fantasy",5.5,Sonic is sucked into the world of King Arthur where he is tasked with slaying the corrupted king.
Batman: Arkham Asylum,2009,"Action, Adventure, Crime",9.2,You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.
Nanny Mania 2,2009,NA,0,Nanny Mania is back with a brand new adventure.
This Is Vegas,2009,Action,0,Add a Plot
Drawn to Life: The Next Chapter (DS),2009,"Action, Adventure",8.4,"Set in a world inhabited by strange creatures, we follow our main heroes Mari and Jowee as they seek to return the colour that has been stolen from the world. In so doing they travel between different game worlds in order to restore peace."
Final Fantasy Crystal Chronicles: My Life as a Darklord,2009,Adventure,0,Add a Plot
Kingdom Hearts: 358/2 Days,2009,"Action, Adventure, Family",7.9,"Roxas, a young boy with no heart, endures 358 days as a member of Organization XIII. Being sent to other worlds, Roxas finds out more about this Organization than he was supposed to."
The Dishwasher: Dead Samurai,2009,Action,0,Add a Plot
Music Arcade,2009,"Music, Game-Show",0,Add a Plot
Wanted: Weapons of Fate,2009,Action,6.9,"Taking place after the events of the movie Wanted (2008), Weapons of Fate places Wesley Gibson on a quest to hunt and kill a man known only as The Immortal and anyone who stands in his way."
Monsters vs. Aliens,2009,"Action, Adventure, Comedy",6.5,"Monsters vs. Aliens follows the storyline of the animated movie, giving players the chance to play each of the five monsters while taking on the evil robot and clone invaders of the plotting alien, Gallaxhar."
The Secret of Monkey Island: Special Edition,2009,"Adventure, Comedy, Fantasy",8.7,"Guybrush Threepwood, a young pirate-in-training sets out to pass the Three Trials presented by the pirates of Mêlée Island. He falls in love with the governess of Mêlée, Elaine Marley as he                "
NPPL Championship Paintball 2009,2009,Sport,0,Add a Plot
The Lord of the Rings: Conquest,2009,"Action, Adventure, Fantasy",7.1,"Fight your way through the battles of Middle Earth in hopes to either destroy the ring, or conquer all who live."
FIFA Manager 10,2009,Sport,0,Add a Plot
Grand Slam Tennis,2009,Sport,0,Add a Plot
Watchmen: The End Is Nigh,2009,"Action, Crime, Sci-Fi",6.6,"A beat 'em up set just before the movie, follows two Rorschach and Nite Owl's unrelated cases. First they search for an escaped convict which leads them to a conspiracy. In second, they try to find the potential victim of a porn ring."
Terminator Salvation,2009,"Action, Adventure, Sci-Fi",5.4,"Set in 2016 in Los Angeles, the game takes place between the events of Terminator 3: Rise of the Machines and Terminator Salvation."
Red Faction: Guerrilla,2009,"Action, Sci-Fi",7.4,Play as Alec Mason as he assists the rebellious Red Faction to overthrow the oppressive Earth Defense Force (EDF) on Mars.
Ski-Doo Snowmobile Challenge,2009,Action,0,Add a Plot
X-Men Origins: Wolverine,2009,"Action, Adventure, Fantasy",7.9,"Based on the film, the player controls Logan, a veteran who used to work for William Stryker in his gang of mutants. Now, Stryker has come back to Logan for help. Play as Wolverine as you hunt down Sabretooth and fight other mutants."
Cardio for Indie Rockers,2009,Documentary,0,Add a Plot
Grand Theft Auto: Chinatown Wars,2009,"Action, Crime, Drama",7.4,Triad gangster Huang Lee arrives in Liberty City to return a family heirloom and seek vengeance upon the thugs who murdered his father.
Grand Theft Auto IV: The Lost and Damned,2009,"Action, Crime, Drama",8.2,"When Billy Grey returns from rehab hell-bent on bloodshed and debauchery, Johnny Klebitz finds himself in the middle of a vicious turf war with rival gangs for control of a city torn apart by violence and corruption."
Afro Samurai,2009,"Action, Adventure, Drama",7.1,"In this video game adaption of the popular anime, you gain control over the emotionless Afro Samurai as he kills various cyborgs, assassins, and ninjas to become Number 1."
Sherlock Holmes Vs. Jack the Ripper,2009,"Adventure, Mystery",7.7,Sherlock Holmes is now up against England's most violent & mysterious killer.
Uncharted 2: Among Thieves,2009,"Action, Adventure, Fantasy",9.4,"After being tracked down by Harry Flynn, Nathan Drake goes on a quest for Marco Polo's lost fleet. However when things take an unexpected turn for the worst, Drake must rely on those closest to him in order to find the Cintomani Stone."
Dark Fall: Lost Souls,2009,"Horror, Mystery",0,Add a Plot
Titanic: Secrets of the Fateful Voyage,2009,Mystery,0,Add a Plot
Fragile Dreams: Farewell Ruins of the Moon,2009,"Adventure, Horror, Mystery",7.3,Add a Plot
Indiana Jones and the Staff of Kings,2009,"Action, Adventure",6.9,"While investigating the disappearance of his former college professor, Indy finds evidence that the biblical staff Moses used to part the Red Sea might actually be real and someone very dangerous is after it."
Disney Fairies: Tinker Bell and the Lost Treasure,2009,Family,0,Choose from 20 different math skills to practice in this customizable Neverland adventure.
FusionFall,2009,"Action, Adventure, Comedy",7.9,In this game the player must fight monsters and collect nanos and gear to defeat the evil Lord Fuse and keep the Cartoon Network Universe from being absorbed and destroyed.
Command & Conquer: Red Alert 3 - Uprising,2009,"Action, Sci-Fi, War",7.7,As the Allied Forces beat back the Soviet occupation in Europe and prevented the Empire of the Rising Sun from taking over the world. The post-war occupations by the Allies has begun. But                 
Final Fantasy Crystal Chronicles: Echoes of Time,2009,Adventure,6.1,Add a Plot
Little King's Story,2009,Fantasy,7.1,"You play as a young boy sucked into a fantastical world where he is crowned king and must now expand his kingdom. Create more jobs, gain citizens and armies, and rescue various princesses                 "
Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",6,"Taking place after Revenge of the Fallen, the war between Autobots and Decepticons continue to rage on. In order to bring down the heroes, Megatron plans to unleash a powerful Transformer named Shockwave."
Hexe Lilli entdeckt Europa,2009,NA,0,Add a Plot
Real Heroes: Firefighter,2009,Action,6.1,"As the newly graduated fire academy cadet, dubbed 'Probie', begin your professional firefighting career as Engine Company 13's new cadet in the city of Los Angeles, California. Fight fires,                "
G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi",4.6,"After the events of the film, the G.I. Joe's travel around the globe to eliminate the C.O.B.R.A Organisation from taking over the world."
Wallace & Gromit's Grand Adventures: Fright of the Bumblebees,2009,"Action, Adventure, Comedy",8,"Wallace has opened a new business for delivering freshly made honey. He takes up an offer to provide fifty gallons of honey to the local grocer. However, he has used up all the flowers in his garden and is forced to improvise."
Pool Live Tour,2009,Sport,0,Add a Plot
Pool Live Tour,2009,Sport,0,Add a Plot
Disney Sing It: High School Musical 3: Senior Year,2009,NA,5.2,Add a Plot
Madden NFL 2010,2009,Sport,7.1,Add a Plot
Gêmusentâ CX: Arino no chôsenjô 2,2009,NA,0,"Arino sends you back in time again, with fifteen games from the 8- and 16-bit eras to challenge you with."
Yakuza 3,2009,"Action, Crime, Drama",7.8,"Politicians are conspiring to take away Kazuma's land. A person whom Kazuma believed dead has returned, and Kazuma finds himself in the middle of a battle between organized crime divisions."
Stormrise,2009,War,5.3,"Stormrise is a post-apocalyptic real-time strategy game from the makers of Total War, with the ability to control units in the air, on the surface, and underground."
The Beatles: Rock Band,2009,"Biography, Family, Music",8.5,A Rock Band (2007) spin-off that focuses on The Beatles.
Prince of Persia: Epilogue,2009,"Action, Adventure, Fantasy",7.6,"Following on directly from the events in Prince of Persia, Epilogue takes the Prince and Elika into an underground Palace, chased by Ahriman, wrapped in doubt, will they emerge from the darkness?"
Kuroshitsuji: Phantom & Ghost,2009,NA,0,Add a Plot
Champions Online,2009,"Action, Adventure, Fantasy",7.9,A superhero themed massively multiplayer online role-playing game
Bolt,2009,"Animation, Action, Adventure",5.5,"Bolt, a dog with supernatural powers and Penny, his owner are in a mission to stop the evil Dr. Calico."
Dragonball Evolution,2009,"Action, Adventure, Drama",2.2,Dragonball Evolution is a fighting game for the PlayStation Portable based on the live-action film of the same name.
F.E.A.R. 2: Project Origin,2009,"Action, Horror, Mystery",7.6,Sgt. Michael Becket is tapped to investigate mysterious happenings within a private aerospace company before a nuclear explosion rocked the Auburn industrial district in the first game.
Hands on! Tangrams,2009,Game-Show,0,Add a Plot
Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Drama",7.2,"Hogwarts is no longer a safe haven for students. Dumbledore is more intent than ever on preparing Harry for a battle with Voldemort; meanwhile, love may be in the air, but tragedy looms, and Hogwarts may never be the same again."
Ceville,2009,"Adventure, Fantasy",7.5,Add a Plot
Coraline,2009,"Action, Adventure, Fantasy",7.6,"A little girl finds a hidden door in her house and magically finds her dream life come true, but doesn't realize the horrors that her 'dream life' had hidden from her."
ArmA 2,2009,"Action, War",7.1,It's the most realistic combat environment in the world where the player is able to command AI squad members which adds a real-time strategy element to the game and allows to command multiple squads using the map.
Star Ocean: The Last Hope,2009,"Action, Adventure, Fantasy",7.2,Star Ocean: The Last Hope is an action role-playing video game developed by Tri-Ace and published by Square Enix for the Xbox 360.
Zuma's Revenge!,2009,"Action, Adventure, Comedy",6.9,Our friendly frog looking for true love has washed himself onto a weird island where he finds out that not only true love is waiting for him there..
Yu-Gi-Oh! Online 3: Duel Accelerator,2009,Family,0,Add a Plot
Wheelman,2009,"Action, Crime, Thriller",6.3,"Milo Burik, an undercover CIA agent, is assigned to the investigation of a package containing secretive documents, which the various criminal factions of Barcelona are intending on stealing and selling to the highest bidder."
Buzz!: Brain of the UK,2009,NA,0,Add a Plot
Dengeki bunko RPG: Cross of Venus,2009,NA,0,Add a Plot
Night at the Museum: Battle of the Smithsonian,2009,"Action, Adventure, Fantasy",6,"Larry Daley joins forces with Teddy Roosevelt, Amelia Earhart and others to prevent one of history's worst villains from conquering the world."
Ninja Blade,2009,"Action, Adventure, Fantasy",6.9,"In 2011 a small village in South America is attacked by unknown creatures. Upon inspecting the survivors, a new type of hook worm is discovered and classified as ""Alpha-worm"". These                 "
Darkest of Days,2009,"Action, Adventure, Sci-Fi",7.1,"In Darkest of Days, players travel back and forth through the annals time to relive some mankind's most dire hours, when human society was at its lowest points. By fighting through terrible                "
Ratchet & Clank Future: A Crack in Time,2009,"Action, Adventure, Comedy",8.5,"Clank is kidnapped by the mysterious Zoni, led by the evil mastermind Dr. Nefarious. Along with Captain Quark and Talwyn, Ratchet sets out on a quest to save Clank from Nefarious' clutches."
Space Camp,2009,Sci-Fi,0,Become an astronaut in training and play out your space camp dreams. Play space mini-games and make your way back to earth.
Muramasa: The Demon Blade,2009,"Action, Adventure, Fantasy",7.9,"Takes place during the Edo period on Japan's main island of Honshu where conflicts have arisen over ownership of the Demon Blades, samurai swords that force their wielders to kill others before bringing tragedy and madness upon them."
Eat Lead: The Return of Matt Hazard,2009,Action,6.4,"Get ready for the return of the most popular video game hero of the 1980s. Matt Hazard is staging his ""comeback"" against all his retro enemies in this hilarious parody of the last 25 years of video gaming!"
Wallace & Gromit's Grand Adventures: The Last Resort,2009,"Adventure, Comedy, Family",7.6,"Using their profits from the honey business, Wallace prepares to take Gromit to Blackpool, but the weather both spoils their plans and creates a small flood in the cellar."
